"","title","cite2","cite","journal","study_ID","group_id","ef_type","domain","mean_id","sd_id","meanMA_id","sdMA_id","cohensd_ma","quality_cohensd_ma","study_year","iq_id","n_id","age_id","testName_short","testName","reliability","new_test","sex_ID_id","id_mixed_id","mean_magroup","sd_magroup","meanMA_magroup","iq_magroup","n_magroup","age_magroup","testdescription","sex_ID_magroup","effectsize_ID","reverse_scale","ef_component","yi","vi"
"30","Executive function in adolescents with Down Syndrome","Lanfranchi 2010","Lanfranchi et al. 2010","Journal of intellectual disability research","1291","DS","attention","visuospatial",10.2,4.23,5.75,0.666666666666667,NA,0,2010,37.9,15,15.17,"Self-ordered pointing","Self-ordered pointing test",0,2,0.53,0,6.67,5.15,NA,NA,15,5.75,"Sustained attention
Self-ordered Pointing Test – Temple et al. (1996)
In this task, which is an adaptation of a self-ordered
pointing task devised by Petrides & Milner (1982),
participants had to remember the sequence in
which they pointed to a set of visually displayed
stimuli by using their own strategies. Considering
the age, both mental and chronological, of the individuals
in the two groups, we decided to use only
one of two versions of the task proposed by Temple
et al. (1996): using the drawings of everyday objects.
The task is divided in four sections.The first part
consists of a set of six pages, on which an array of
six different drawings is printed. The actual drawings
are the same on each page, but they appear in
different spatial positions.The child is asked to
point to one drawing at a time, and to point to each
drawing only once. Therefore, each time a page is
turned, the child is required to remember which
drawings have already been pointed to, and to point
to a novel stimulus. Participants are open to determine
their own order of responding. The other sections
of the task are the same, except that they
contain 8, 10 and 12 stimuli, respectively, with the
corresponding number of pages. Scores were based
on the number of pages correctly completed (min 0, max 36), the number of times the same item was
pointed to in a set (item preservation) and the
number of repeated points made to the same spatial
position (position preservation). Overall, total scores
were obtained, as well as separate scores for each
set of stimuli.
Although this task is often used to assess sustained
attention (see, for example, Temple et al.
1996), we should note that it also involves a
memory component as a child has to hold in mind
all the pictures that s/he has already pointed to in
order to point to all the others.",0.53,"30",-1,"attention",-0.728795115787436,0.142185705346594
"31","Tower of Hanoi and working memory in adult persons with intellectual disability.","Numminen 2001","Numminen et al. 2001","Research in Developmental Disabilities","3282","NSID","inhibition","visuospatial",18.33,6.13,5.63,1.76,-0.0227272727272727,2,2001,NA,24,49.88,"Tower","Tower of Hanoi",0,1,0.58,1,18.04,7,5.67,103.1,24,5.5,"The TOH version employed was very similar to the one used in previous
studies of persons with ID (cf. Borys et al., 1982; Spitz et al., 1982). The task
included three equal-length pegs spaced equidistantly on a board, and three
wooden disks of different sizes (small, medium, and large). Subjects were
instructed to move the disks, one at a time, on the three pegs so as to duplicate
a target configuration, while obeying the following rules: 1) placing a larger disk
on a smaller disk is forbidden, 2) only one disk may be moved at a time, and 3)
a disk must be on a peg or in the hand at all times. A practice problem, involving
two disks (small and large) and three moves, was given to the participants first.
It had to be solved before the participant was allowed to move to the three-disk
problems. If the participant was not able to solve the practice problem in three
attempts, no credit (0 points) was given and the task was discontinued.
The three-disk problems were arranged in a difficulty continuum with two- to
seven- move, tower-ending problems (cf. Borys et al., 1982; Klahr & Robinson,
1981; Spitz et al., 1982). Participants were allowed a maximum of six attempts
to solve each problem at each move-length. The criterion for credit was two
consecutive correct solutions, after which the participant was allowed to move to
the next move-length problem. Scoring was based on the number of trials needed
for a solution in the minimum number of moves in two consecutive trials.
Success on the first two attempts produced the maximum number of points (5).
Each additional attempt that was required decreased the subject’s score by 1
point. Since there were six sequence lengths (6 3 5 points), the TOH Score
ranged from 0 to 30.
A model of the target configuration was kept in view during the trials, and
each trial was interrupted if a rule violation occurred: Rule violations were
pointed out, the problem was discontinued, the initial configuration was returned
to, and the participant was asked to try to solve the problem again. If the optimal
number of moves was exceeded, the initial configuration was returned to and the
participant was asked to solve the problem in fewer moves. The number of the
Trials needed, Rule violations, Extra moves, and Self-initiations were recorded
and analyzed.",0.54,"31",-1,"inhibition",-0.0433537603389321,0.0833529119639117
"32","Response inhibition and interference suppression in individuals with Down syndrome compared to typically developing children","Traverso 2018","Traverso et al. 2018","Frontiers in Psychology","2718","DS","inhibition","verbal",14.38,8.65,6.2,NA,-0.139165009940358,2,2018,44.3,32,14.48,"Preschool matching familiar figure","Preschool matching familiar figure task",2,2,0.31,0,10.8,4.97,6.4,107.2,65,5.91,"Preschool matching familiar figure task (PMFFT, adapted by
Kagan, 1966; Traverso et al., 2016)
This task measures the child’s ability to restrain impulsive
responses and to compare the target with all of the pictures by
shifting attention fromthe target to each alternative. The children
were asked to perform 14 trials, selecting among five different
alternatives the figure that was identical to the target picture at the
top of the page. The number of errors (PMFFT Errors, expected
range 0–56) and themean latency between the presentation of the
itemand the child’s response (PMFFT Time, expected range 0-no
limit) were recorded. Cronbach’s alphas calculated in a sample
of 174 children (Mage = 60.04) were 0.67 for PMFFT Errors and
0.95 for PMFFT Time (Traverso et al., 2016). Cronbach’s alpha
calculated in the present study for PMFFT Accuracy was 0.76 in
the TD group and 0.85 in the DS group. Cronbach’s alpha for
PMFFT Time was 0.94 for both groups.",0.53,"39",-1,"inhibition",-0.55429359796463,0.0482183339039173
"33","Response inhibition and interference suppression in individuals with Down syndrome compared to typically developing children","Traverso 2018","Traverso et al. 2018","Frontiers in Psychology","2718","DS","inhibition","visuospatial",4.13,2.09,6.2,NA,-0.139165009940358,2,2018,44.3,32,14.48,"Go No-go","Go No-go task",2,1,0.31,0,5.22,1.31,6.4,107.2,65,5.91,"Go/No-Go task (adapted from Berlin and Bohlin, 2002)
The Go/No-Go task is a well-known paradigm that tests
the abilities of both adults and children to inhibit prepotent
responses (Durston et al., 2002; Verbruggen and Logan, 2008).
The children were asked to restrain an automatic response.While
in front of a computer screen, the child was instructed to press
the space bar according to the instructions given by the examiner
for the following condition: “Press the space bar when you see
a blue figure; do not press when you see a red figure” (24
blue items and six red items). The percentage of go responses
was 80%. The stimulus duration was 3,000ms, and the blank
page that appeared after each stimulus lasted 1,000ms. The sum
of the correct responses in the no-go condition was recorded
(Go/No-Go Accuracy, expected range 0–6). Test-retest reliability
(Pearson’s r) was calculated in a sample of 75 typically developing
children (age range 62–76 months,Mage = 68.64; S.D. = 3.5) was
0.55, p < 0.0005 (unpublished results from the data set used in
Traverso et al., 2015). Cronbach’s alphas calculated in the present
study were 0.71 in the TD group and 0.83 in the DS group.",0.53,"40",1,"inhibition",-0.673036203486077,0.0489695521433935
"34","Response inhibition and interference suppression in individuals with Down syndrome compared to typically developing children","Traverso 2018","Traverso et al. 2018","Frontiers in Psychology","2718","DS","inhibition","verbal",10.3,4.08,6.2,NA,-0.139165009940358,2,2018,44.3,32,14.48,"Fish flanker","Fish flanker task",2,1,0.31,0,10.58,4.3,6.4,107.2,65,5.91,"Fish flanker task (adapted from Ridderinkhof and van der
Molen, 1995; Gandolfi et al., 2014; Traverso et al., 2015)
The Flanker task is a well-known paradigm that is used to
evaluate the ability to inhibit irrelevant interfering stimuli
(Eriksen and Eriksen, 1974; Kramer et al., 1994). The children
were required to respond to a left or right fish presented at
the center of the computer screen by pressing a left or right
response button. The fish was flanked by two fishes pointing
in the same direction (congruent condition, 16 items) or in the
opposite direction (incongruent condition, 16 items). After a
brief training consisting of four items (two of each condition), 48
items were randomly presented (16 items per condition, half left
and half right). A warning cross (500ms in duration) preceded
the stimulus. After the response, the screen turned blank for
500ms. Accuracies (Flanker Accuracy, expected range 0–16) and
response times (Flanker Time) in the incongruent condition
were recorded. Test-retest reliability (Pearson’s r) calculated in
a sample of 43 typically developing children (age range 62–75
months, Mage = 68.60; S.D. = 3.5) was 0.42, p = 0.002 and 0.56,
p < 0.001 for Flanker Accuracy and Flanker Time, respectively
(Usai et al., 2017). Cronbach’s alphas calculated in the present
study for Flanker Accuracy were 0.96 in the TD group and 0.81
in the DS group. Cronbach’s alphas for Flanker Time were 0.96 in
the TD group and 0.93 in the DS group.",0.53,"41",1,"inhibition",-0.0656779122183982,0.0466568503750967
"35","Response inhibition and interference suppression in individuals with Down syndrome compared to typically developing children","Traverso 2018","Traverso et al. 2018","Frontiers in Psychology","2718","DS","inhibition","visuospatial",10.63,1.54,6.2,NA,-0.139165009940358,2,2018,44.3,32,14.48,"Dots","Dots task",2,2,0.31,0,13.82,3.78,6.4,107.2,65,5.91,"Dots task (adapted by Diamond et al., 2007; Traverso et al.,
2015)
This task is a high cognitive conflict task (see Diamond et al.,
2007; Diamond and Lee, 2011). A heart or a flower appears on
the right or left of a computer screen. The child is told that he
must press on the same side of the heart but on the opposite side
of the flower, which requires inhibiting the tendency to respond
on the side where the stimulus appeared and to control the
response based on which stimulus appears. After a brief training
session with heart and flower items, the test began, and hearts and
flowers were intermixed in the test. The sum of correct responses
(Dots Accuracy, expected range 0–20) and the response time
(Dots Time) were recorded for each child. Test-retest reliability
(Pearson’s r) calculated in a sample of 43 typically developing
children (age range 62–75 months, Mage = 68.60; S.D. = 3.5)
was 0.62 (p < 0.001) for Dots Accuracy and 0.72 (p > 0. 001) for
Dots Time (Usai et al., 2017). Cronbach’s alpha calculated in the
present study for Dots Accuracy was 0.97 in the TD group and
0.80 in the DS group. Cronbach’s alpha for Dots Time was 0.89 in
the TD group and 0.85 in the DS group.",0.53,"42",1,"inhibition",-0.981354982908696,0.0515988298303872
"36","Cognitive abilities and life experience in everyday planning in individuals with intellectual disabilities: Support for the developmental delay model","Palmqvist 2020","Palmqvist et al. 2020","Journal of intellectual disability research","2047","NSID","other","visuospatial",0.0388,1.11,8.43,1.43,-0.0839160839160846,2,2020,46.5745856353591,65,18.1,"Planning tasks composite","Planning tasks composite",0,1,NA,1,0.0343,0.783,8.55,NA,62,7.84,"Planning task 1: Order-your-task
The Order-your-task test was developed for this project to assess the participant’s ability to temporally organise a task into sub-tasks
(e.g. for the task “eat a slice of toast”, identify the order of the sub-tasks: (1) toast bread; (2) spread butter onto toast; and (3) eat toast. The
participant received 10 tasks yielding one point per correct answer (maximum score = 10). The dependent variable was the total
number of correct tasks combined with the time to completion.
Planning task 2: Multiple errand task
The multiple errand task (Shallice & Burgess, 1991) originally captured difficulties with everyday tasks in individuals with acquired brain
injuries and have been adapted for individuals with ID (Steverson et al., 2017). In the original task, the participant is asked to execute a
set of errands in a shopping mall. The present study aimed to investigate the formulation rather than the execution of the plan; thus, the
task was modified into a pen-and-paper task. The participants were given a list of seven tasks to perform while following a series of rules.
The setting was a school environment, and the tasks included everyday school activities such as “drawing a sun”, “fetching a pen”,
“playing football” and “finding out what is for lunch”. The rules included finding the appropriate room to visit (e.g. go to the school
yard for playing football), not to enter the same room twice and doing the task in the appropriate order (e.g. fetching the pen
before drawing the sun). One point was given per correctly matched pair of rooms and tasks: 1.25 points were given if the tasks
were performed in an appropriate order, and one minus was given if the participant entered the same room twice (maximum
score = 8.25). The dependent variable was the total correct tasks combined with the time to completion.
Planning task 3: CKTA
The CKTA was developed by Chevignard et al. (2010). The CKTA was modified to a pen-and-paper task. The participant was asked to
identify the correct steps in a recipe (maximum score = 8). The dependent variable was the total number of correct tasks combined
with the time to completion.
Planning task 4: Zoo map
The zoo map 1 (from here on referred to as zoo map) is a sub-test in the test battery BADS-C (Emslie et al., 2003). The zoo map
assesses the participant’s own ability to identify and arrange sub-goals to achieve a goal. The participant is asked to visit eight places
in a zoo (e.g. the restaurant or the bears) using a paper map of the zoo. The participant may only use certain roads once and must
start and end in specified places. The participant is prompted to draw a line with a pen showing what places they visited and in
which order. The participant got one score per correctly visited animal. The score was then deducted by one each time the
participant used a forbidden path more than once, deviated from the path, failed to draw a continuous line or made an inappropriate
visit (maximum score = 8). The dependent variable was the total correct tasks combined with the time to completion.",NA,"43",1,"other",0.0046381629995187,0.0315137323377823
"37","Cognitive abilities and life experience in everyday planning in individuals with intellectual disabilities: Support for the developmental delay model","Palmqvist 2020","Palmqvist et al. 2020","Journal of intellectual disability research","2047","NSID","fluency","verbal",38.3,12.1,8.39,1.4,-0.114285714285714,2,2020,46.353591160221,68,18.1,"Category fluency","Category fluency",0,1,NA,1,37,8.73,8.55,NA,62,7.84,"The semantic category fluency task was used to measure verbal fluency (Baldo et al., 2001). The participants were asked to name as
many items as possible in two given categories (animals and boy names) for 2*60 s. The category test was used rather than a letter
fluency task (e.g. FAS where as many items beginning with F, A or S are to be named) to reduce the influence on the participants
reading skills. The total number of uniquely named items was calculated and used as the dependent variable.",NA,"44",1,"other",0.121598813928923,0.0308917848861938
"38","Cognitive abilities and life experience in everyday planning in individuals with intellectual disabilities: Support for the developmental delay model","Palmqvist 2020","Palmqvist et al. 2020","Journal of intellectual disability research","2047","NSID","shifting","visuospatial",3.07,3.24,8.33,1.37,-0.16058394160584,2,2019,46.0220994475138,67,18.1,"BADS-C playing cards","BADS-C Playing cards",0,2,0.34,1,2.68,2.94,8.55,NA,62,7.84,"Cognitive flexibility
Playing Cards in BADS-C was used for assessing cognitive flexibility (Emslie et al., 2003). The participant was asked to reply “yes” or
“no” according to a prespecified rule. The test was performed twice, with different rules. If the participants successfully switched to
the new rule (i.e. no rule breaks) they were given a score of 1, and if they failed (i.e. one or more rule breaks) the participant was
given a 0. That is, the dependent variable was binary (1 or 0).",0.53,"46",1,"shifting",0.125080689355324,0.0311150456204921
"39","Executive functions in intellectual disabilities: A comparison between Williams syndrome and Down syndrome","Costanzo 2013","Costanzo et al. 2013","Research in Developmental Disabilities","1314","WS","attention","verbal",33.8,10.8,6.7,0.9,-0.222222222222222,1,2013,53,15,17.6,"BVN","BVN auditory selective attention",0,2,0.53,0,35.4,4.4,6.9,94,16,7.4,"Selective attention was
assessed by the BVN test (Bisiacchi, Cendron, Gugliotta, Tressoldi, & Vio, 2005) for the auditory domain",0.5,"47",1,"attention",-0.191333890428713,0.12975712888645
"40","Executive functions in intellectual disabilities: A comparison between Williams syndrome and Down syndrome","Costanzo 2013","Costanzo et al. 2013","Research in Developmental Disabilities","1314","WS","attention","visuospatial",5.3,3.2,6.7,0.9,-0.222222222222222,1,2013,53,15,17.6,"Score","Score task",0,2,0.53,0,8.6,1.6,6.9,94,16,7.4,"and by the Sky Search
(SKY; TEA-Ch, Manly et al., 2001; Manly, Robertson, Anderson, & Nimmo-Smith, 1999) for the visual domain.",0.5,"48",1,"attention",-1.28371020088933,0.155745890535495
"41","Executive functions in intellectual disabilities: A comparison between Williams syndrome and Down syndrome","Costanzo 2013","Costanzo et al. 2013","Research in Developmental Disabilities","1314","WS","attention","verbal",14.2,6.6,6.7,0.9,-0.222222222222222,1,2013,53,15,17.6,"Sky search","Sky search",0,2,0.53,0,8,3.7,6.9,94,16,7.4,"Auditory
sustained attention was assessed by the Score task (SCO; TEA-Ch, Manly et al., 1999, 2001)",0.5,"49",-1,"attention",-1.1388446270556,0.150085490611399
"42","Executive functions in intellectual disabilities: A comparison between Williams syndrome and Down syndrome","Costanzo 2013","Costanzo et al. 2013","Research in Developmental Disabilities","1314","WS","attention","visuospatial",103.6,16,6.7,0.9,-0.222222222222222,1,2013,53,15,17.6,"Bells","Bells test",0,2,0.53,0,96.8,17.6,6.9,94,16,7.4,"while visual attention by the Bells
Test (BELLS; Gauthier, Dehaut, & Joanette, 1989; Italian version: Biancardi & Stoppa, 1997)",0.5,"50",-1,"attention",-0.393097834025136,0.131659020007235
"43","Executive functions in intellectual disabilities: A comparison between Williams syndrome and Down syndrome","Costanzo 2013","Costanzo et al. 2013","Research in Developmental Disabilities","1314","WS","inhibition","visuospatial",16.4,6.2,6.7,0.9,-0.222222222222222,1,2013,53,15,17.6,"Tower","Tower of London",0,2,0.53,0,25.7,3.2,6.9,94,16,7.4,"Planning was
measured by the Tower of London test (TOL; Shallice, 1982; SannioFancello, Vio, & Cianchetti, 2006).",0.5,"51",1,"inhibition",-1.85441714971035,0.184632198362471
"44","Executive functions in intellectual disabilities: A comparison between Williams syndrome and Down syndrome","Costanzo 2013","Costanzo et al. 2013","Research in Developmental Disabilities","1314","WS","other","verbal",23.4,5.8,6.7,0.9,-0.222222222222222,1,2013,53,15,17.6,"CAT","Category Fluency Test",0,2,0.53,0,21.7,4.4,6.9,94,16,7.4,"Verbal categorization
was evaluated by the Category Fluency Test (CAT) (Mantyla, Carelli, & Forman, 2007)",0.5,"52",1,"other",0.32311424326547,0.130850583024748
"45","Executive functions in intellectual disabilities: A comparison between Williams syndrome and Down syndrome","Costanzo 2013","Costanzo et al. 2013","Research in Developmental Disabilities","1314","WS","other","visuospatial",7.3,3.7,6.7,0.9,-0.222222222222222,1,2013,53,15,17.6,"Weigl Color Form Sort","Weigl Color Form Sort Test",0,2,0.53,0,12.5,2.1,6.9,94,16,7.4,"while visual categorization was evaluated by the Weigl Color Form Sort Test (WEIGL; Spinnler & Tognoni, 1987).",0.5,"53",1,"other",-1.69846136985446,0.175695231584213
"46","Executive functions in intellectual disabilities: A comparison between Williams syndrome and Down syndrome","Costanzo 2013","Costanzo et al. 2013","Research in Developmental Disabilities","1314","WS","shifting","verbal",6.5,2.6,6.7,0.9,-0.222222222222222,1,2013,53,15,17.6,"CAT-A","Category Fluency Test alternative version",0,2,0.53,0,6.7,2.3,6.9,94,16,7.4,"Shifting in verbal modality was measured by the Alternate Category Fluency Task (CAT-A; Mantyla et al., 2007).",0.5,"54",1,"shifting",-0.079518844574528,0.129268654515739
"47","Executive functions in intellectual disabilities: A comparison between Williams syndrome and Down syndrome","Costanzo 2013","Costanzo et al. 2013","Research in Developmental Disabilities","1314","WS","shifting","visuospatial",84.4,59.6,6.7,0.9,-0.222222222222222,1,2013,53,15,17.6,"Trail making test","Trail making test",0,2,0.53,0,52.3,32.4,6.9,94,16,7.4,"Visual-spatial modality of shifting was investigated by the Trail Making Test (TMT) (Reitan, 1958)",0.5,"55",-1,"shifting",-0.65790630631529,0.136147968406819
"48","Executive functions in intellectual disabilities: A comparison between Williams syndrome and Down syndrome","Costanzo 2013","Costanzo et al. 2013","Research in Developmental Disabilities","1314","WS","shifting","visuospatial",143.2,54.1,6.7,0.9,-0.222222222222222,1,2013,53,15,17.6,"Forma forma","Forma forma task",0,2,0.53,0,85,50.7,6.9,94,16,7.4,"and Forma/Forma task (F/F) (Scarpa, 2006).",0.5,"56",-1,"shifting",-1.08231171240803,0.148060193163693
"49","Executive functions in intellectual disabilities: A comparison between Williams syndrome and Down syndrome","Costanzo 2013","Costanzo et al. 2013","Research in Developmental Disabilities","1314","WS","inhibition","verbal",1.4,0.8,6.7,0.9,-0.222222222222222,1,2013,53,15,17.6,"Stroop","Stroop",0,1,0.53,0,0.7,0.7,6.9,94,16,7.4,"Verbal response inhibition was measured by the Stroop task (STROOP; Stroop, 1935).",0.5,"57",-1,"inhibition",-0.909019644970429,0.142494355617347
"50","Executive functions in intellectual disabilities: A comparison between Williams syndrome and Down syndrome","Costanzo 2013","Costanzo et al. 2013","Research in Developmental Disabilities","1314","WS","inhibition","visuospatial",89.9,7.9,6.7,0.9,-0.222222222222222,1,2013,53,15,17.6,"Go No-go","Go No-go task",0,2,0.53,0,93,4,6.9,94,16,7.4,"Visual response inhibition was evaluated by the go-nogo task (G/NG; Van der
Meere, Marzocchi, & De Meo, 2005).",0.5,"58",1,"inhibition",-0.487160418015337,0.132994493648616
"51","Executive functions in individuals with Williams syndrome","Menghini 2010","Menghini et al. 2010","Journal of intellectual disability research","1312","WS","inhibition","visuospatial",18,6,6.1,NA,NA,0,2010,53.3,15,19.11,"Tower","Tower of London",0,2,0.27,0,26.1,3.5,6.9,95.7,15,7.6,"Planning. The Tower of London (TOL; Shallice
1982; Italian version: Sannio fancello et al. 2006)
consists of a wooden board with three pegs of
increasing height. There are also three coloured
wooden balls. After being shown a given pattern of
balls, the participants are asked to recreate it.
Twelve different patterns were shown and three
attempts were allowed at recreating each given
pattern. The experimenter would ascribe a point of
3, 2 or 1, respectively, if the participant solved the
task on her/his first, second or third tries.The participant’s
performance was evaluated according to
three different parameters: the sum of the total
points obtained (max = 36), the numbers of errors
(items unsolved) and the total time spent to complete
the patterns correctly (s).",0.4,"59",1,"inhibition",-1.60447848150356,0.176239186626799
"52","Executive functions in individuals with Williams syndrome","Menghini 2010","Menghini et al. 2010","Journal of intellectual disability research","1312","WS","shifting","verbal",6.6,2.8,6.1,NA,NA,0,2010,53.3,15,19.11,"CAT-A","Category Fluency Test alternative version",0,2,0.27,0,7.3,1.9,6.9,95.7,15,7.6,"Verbal shifting. To measure verbal shifting, an
alternate version of the Category fluency task was
used (CAT-A; Mantyla et al. 2007). In this task the
participants were requested to generate pairs of
words belonging to the categories before proposed
in the CAT (animals and fruits), in this case
however, they had to shift between each opposite
category to identify correctly the pairs of words.
Thus, for example, the participant could correctly
state: ‘cat, apple, horse, banana, . . .’; but she/he would be
wrong in saying: ‘cat, dog, apple, banana, . . .’.
Total score was calculated on the number
of correctly generated pairs within a time limit of
2 min.",0.4,"60",1,"shifting",-0.284637970090481,0.13468364623362
"53","Executive functions in individuals with Williams syndrome","Menghini 2010","Menghini et al. 2010","Journal of intellectual disability research","1312","WS","shifting","visuospatial",72.5,47,6.1,NA,NA,0,2010,53.3,15,19.11,"Trail making test","Trail making test",0,2,0.27,0,44.1,21.7,6.9,95.7,15,7.6,"Visual spatial shifting. The Trail Making Test
(TMT) is a task based on connections of alphabetic
and numeric stimuli. In the present study,TMT
was composed of two conditions. In the first condition
(A) the participants had to draw lines between
items from the same category (i.e. only between 15
numbers) as quickly as possible. In the second, and
more difficult condition (B), the participants had to
connect the items by alternating the two categories:
numbers and letters (e.g. A–1–B–2–C–3, . . . ).The
examiner recorded the total time spent to complete
the task in each condition. The score considered
was the difference between times in the two
conditions.",0.4,"61",-1,"shifting",-0.754844322449842,0.142829832518913
"54","Executive functions in individuals with Williams syndrome","Menghini 2010","Menghini et al. 2010","Journal of intellectual disability research","1312","WS","shifting","visuospatial",133.8,56.6,6.1,NA,NA,0,2010,53.3,15,19.11,"Forma forma","Forma forma task",0,2,0.27,0,89.6,56.4,6.9,95.7,15,7.6,"Forma/Forma (F/F) is another test based on the
connection of some shapes (circles, rectangles,
squares, diamonds, etc.) according to an ‘insideoutside’
scheme. Each item consisted of two shapes,
one inside the other, and the participants were
asked to draw some lines between the items as
quickly as possible, connecting all forms (from the
inside form of an item to the outside same form of
another item). The examiner recorded the total time
spent (s) in completing the task.",0.4,"62",-1,"shifting",-0.761124462466951,0.142988507456093
"55","Executive functions in individuals with Williams syndrome","Menghini 2010","Menghini et al. 2010","Journal of intellectual disability research","1312","WS","inhibition","visuospatial",521.3,90.7,6.1,NA,NA,0,2010,53.3,15,19.11,"Go No-go","Go No-go task",0,2,0.27,0,556.5,72.5,6.9,95.7,15,7.6,"Visual-spatial response inhibition. The
Go/NoGo task (G/NG) evaluates the ability to
inhibit motor responses.The G/NG version used in
our study was a computerised task, presented
through E-Prime software on a laptop computer
screen. Participants were seated in front of a laptop
computer screen and a series of single-coloured
circles (green, blue, yellow and red) were presented
in the centre of the screen.
The participants were asked to watch these stimuli
and to press a space bar as quickly as possible every
time the blue, green and yellow circles appeared on
the screen, but not when the red circle was showed.
The software automatically recorded response times
(i.e. reaction times) and error rate (i.e. the incorrect
pressure of the space bar upon appearance of a red
circle). Mean reaction times on correct responses
(ms) and error rates were measured.",0.4,"63",-1,"inhibition",0.417110498030834,0.136233019459459
"56","Executive functions in individuals with Williams syndrome","Menghini 2010","Menghini et al. 2010","Journal of intellectual disability research","1312","WS","inhibition","verbal",1.2,1.11,6.1,NA,NA,0,2010,53.3,15,19.11,"Stroop","Stroop",0,1,0.27,0,1,0.5,6.9,95.7,15,7.6,"Verbal response inhibition. In the Stroop task
(STROOP; Stroop 1935) participants were
instructed to name the colour of a set of stimuli as
quickly as possible. There were three conditions:
two neutral conditions and one incongruent condition.
To control for naming colour, in the first
neutral condition there were 30 circles printed in
one of three colours: blue, green or red.To control
for reading ability, in the second neutral condition,
there were 30 colour words printed in black. In the
incongruent condition 30 colour words were
printed in a different colour (e.g. ‘blue’ printed in
red colour). In each condition, the stimuli were presented
10 at a time on a single sheet of paper. The
examiner followed the participant with the pen,
moving on to the next item only if the correct
response was given, and measured the execution
time (s) and the error rate for each task. As index
of interference, we considered the difference relative
to the baseline in execution time, computed as
[(incongruent-control)/control], where the control
condition was the second neutral condition (the list
of colour words printed in black). The error rate and the index of interference were considered as
scores.",0.4,"64",-1,"inhibition",-0.226041811412047,0.134184915008441
"57","Executive functions in individuals with Williams syndrome","Menghini 2010","Menghini et al. 2010","Journal of intellectual disability research","1312","WS","inhibition","verbal",59.2,29.6,6.1,NA,NA,0,2010,53.3,15,19.11,"OppositeWorld","OppositeWorld",0,2,0.27,0,39.2,5.5,6.9,95.7,15,7.6,"OppositeWorld (OW) is another subtest from
TEA-Ch that we used to asses verbal response inhibition.
The participants were shown a sheet on
which there was a path made up of mixed representations
of the digits 1 and 2.The test included two
conditions. In the ‘same world’ trial, the participants
were required to read aloud the presented
digits as quickly as possible. In the ‘opposite world’
trial, they were asked to pronounce aloud the opposite
digit to the read one digit (e.g. ‘one’ for 2 and
‘two’ for 1) as quickly as possible. During the measurement
phase and while the participants were
running the task, the examiner was following the
path with a pen, moving on to the next one only if
a correct response was given. In this way, when the
participants made an error, a time penalty
occurred. The time spent to complete the task (s)
was recorded. The score considered was only the
time taken to complete the ‘opposite world’ trial.",0.4,"65",-1,"inhibition",-0.914039972176345,0.147257817845602
"58","Executive functions in individuals with Williams syndrome","Menghini 2010","Menghini et al. 2010","Journal of intellectual disability research","1312","WS","attention","visuospatial",107.3,15.8,6.1,NA,NA,0,2010,53.3,15,19.11,"Bells","Bells test",0,2,0.27,0,95.5,20.1,6.9,95.7,15,7.6,"Visual-spatial attention. The Bells Test (BELLS;
Gauthier et al. 1989; Italian version: Biancardi &
Stoppa 1997) is composed by four different sheets,
each of which contains 35 bells among many other
stimuli (animation and inanimate objects, such as
houses, trees, fishes, horses, etc.) of the same size
and orientation in space. The task required participants
to find and to check off only the bells in a
fixed amount of time (2 min). The examiner
recorded the total number of bells detected in four
sheets and the number of bells identified in the first
30 s per sheet. The total number of bells was then
considered as sustained attention score
(max = 140).",0.4,"66",-1,"attention",-0.635048524685661,0.140054777145091
"59","Executive functions in individuals with Williams syndrome","Menghini 2010","Menghini et al. 2010","Journal of intellectual disability research","1312","WS","attention","visuospatial",11.4,6.8,6.1,NA,NA,0,2010,53.3,15,19.11,"Sky search","Sky search",0,2,0.27,0,5.5,1.4,6.9,95.7,15,7.6,"Sky Search (SKY), is a subtest from the Test of
Everyday Attention for Children (TEA-Ch, Manly
et al. 1999, 2001), and it is used to evaluate visualspatial
selective attention in children aged between
6 and 16 years of age. There is a colourful A3 sheet
in which numerous pairs of aircraft (20 pairs) are
randomly distributed. The task required circling as
many pairs of identical aircraft as quickly as possible.
Both the execution time (s) and the number
of correct targets found were registered.To control
for the effect of the confused factor motor speed,
on visual selection, the participant then completed a
motor control version of the test. The sky search
Attention Score was obtained by subtracting the
motor control time-per-target (F = D/E; D = time,
E = number of correct targets) from the more attentionally
demanding sky search time-per-target
(C = A/B; A = time, B = number of correct targets).
This method of calculation ensured that the sky
search attention score was free from the impact of
motor speed.",0.4,"67",-1,"attention",-1.1693002146488,0.156121049866296
"60","Executive functions in individuals with Williams syndrome","Menghini 2010","Menghini et al. 2010","Journal of intellectual disability research","1312","WS","attention","verbal",5.9,3,6.1,NA,NA,0,2010,53.3,15,19.11,"Score","Score task",0,2,0.27,0,8.4,1.6,6.9,95.7,15,7.6,"Auditory attention. Score! (SCO) is another test
from TEA-Ch and it is useful in assessing auditory
sustained attention. The participants were asked to
silently count some tones and announce the total
number of tones at the end of each trial. The
number of tones ranged from 9 to 15, with a total of 10 trials in this subtest. Scoring was based on the
number of trials in which the participant gave the
correct answer (max = 10).",0.4,"68",1,"attention",-1.01171602380926,0.15039282188054
