"","ID","Effect_ID","Author","PubYear","PubYear_cent","PubYear_avoid_cent","PubType","PeerReview","N","Effect_Info","PgoType","yi","vi","Effect_Page","AdaptMeasures","AdaptMethod","AdaptMethod_Specific","GoMeasure","GoMeasure_dichot","GoMeasure_dichot_num","FinancSupport","Age","AgeInfo","Age_imputed","Age_imputed_cent","Age_imputed_avoid_cent","Sex","Men_Prop","Country","Country_dichot","Country_dichot_num","Sample","Sample_dichot","Level","Duration","PGO_plot","Task_type","Complexity_component","Complexity_coordinative","Complexity_dynamic","Task_Tandem","Task_SimScen","Comments"
"71",27,72,"Pleban",2011,0.127906976744271,,7,1,42,"PPGO and AP (Creativity)","Prove",0.45,0.0155123475609756,16,"4(1+3)",1,1,"VandeWalle","VandeWalle",2,1,23.4,"23.22 (N = 10), 23.39 (N = 32)",23.4,-5.68905405405405,,2,100,"USA","USA",2,1,1,1,"480","Prove",,,,,,,""
"72",27,74,"Pleban",2011,0.127906976744271,,7,1,42,"APGO and AP (Uncertainty adaptability)","Avoid",-0.43,0.0162045856097561,16,"4(1+3)",1,1,"VandeWalle","VandeWalle",2,1,23.4,"23.22 (N = 10), 23.39 (N = 32)",23.4,-5.68905405405405,-6.36074074074074,2,100,"USA","USA",2,1,1,1,"480","Avoid",,,,,,,""
"73",27,73,"Pleban",2011,0.127906976744271,,7,1,42,"PPGO and AP (Learning adaptability)","Prove",0.31,0.0199276880487805,16,"4(1+3)",1,1,"VandeWalle","VandeWalle",2,1,23.4,"23.22 (N = 10), 23.39 (N = 32)",23.4,-5.68905405405405,,2,100,"USA","USA",2,1,1,1,"480","Prove",,,,,,,""
"74",27,75,"Pleban",2011,0.127906976744271,,7,1,42,"APGO and AP (Creativity)","Avoid",-0.12,0.0236928624390244,16,"4(1+3)",1,1,"VandeWalle","VandeWalle",2,1,23.4,"23.22 (N = 10), 23.39 (N = 32)",23.4,-5.68905405405405,-6.36074074074074,2,100,"USA","USA",2,1,1,1,"480","Avoid",,,,,,,""
"75",27,76,"Pleban",2011,0.127906976744271,,7,1,42,"APGO and AP (Learning adaptability)","Avoid",-0.11,0.0238035709756098,16,"4(1+3)",1,1,"VandeWalle","VandeWalle",2,1,23.4,"23.22 (N = 10), 23.39 (N = 32)",23.4,-5.68905405405405,-6.36074074074074,2,100,"USA","USA",2,1,1,1,"480","Avoid",,,,,,,""
"76",27,71,"Pleban",2011,0.127906976744271,,7,1,42,"PPGO and AP (Uncertainty adaptability)","Prove",-0.05,0.0242684451219512,16,"4(1+3)",1,1,"VandeWalle","VandeWalle",2,1,23.4,"23.22 (N = 10), 23.39 (N = 32)",23.4,-5.68905405405405,,2,100,"USA","USA",2,1,1,1,"480","Prove",,,,,,,""
"77",27,77,"Pleban",2011,0.127906976744271,,7,1,23,"PPGO and AP (transfer performance)","Prove",0.34,0.03555288,25,"4(1+3)",2,3,"VandeWalle","VandeWalle",2,1,,"",,,,2,100,"USA","USA",2,1,1,1,"480","Prove","Scenario (military mission planning)",1,1,"3","Other","Other",""
"78",27,78,"Pleban",2011,0.127906976744271,,7,1,23,"APGO and AP (transfer performance)","Avoid",0.08,0.0448745890909091,25,"4(1+3)",2,3,"VandeWalle","VandeWalle",2,1,,"",,,,2,100,"USA","USA",2,1,1,1,"480","Avoid","Scenario (military mission planning)",1,1,"3","Other","Other",""
"79",29,81,"Young",2015,4.12790697674427,,4,0,173,"APGO and AP (Immediate Performance)","Avoid",-0.13,0.00561910238372093,36,"3",2,3,"VandeWalle","VandeWalle",2,0,,"",,,,,,"USA","USA",2,1,1,1,"","Avoid","Excel (spreadsheet program)",1,1,"3","Other","Other",""
"80",29,82,"Young",2015,4.12790697674427,,4,0,173,"APGO and AP (Delayed Performance)","Avoid",-0.15,0.00555526889534884,36,"3",2,3,"VandeWalle","VandeWalle",2,0,,"",,,,,,"USA","USA",2,1,1,1,"","Avoid","Excel (spreadsheet program)",1,1,"3","Other","Other",""
"81",29,79,"Young",2015,4.12790697674427,,4,0,173,"PPGO and AP (Immediate Performance)","Prove",0.03,0.00580349308139535,36,"3",2,3,"VandeWalle","VandeWalle",2,0,,"",,,,,,"USA","USA",2,1,1,1,"","Prove","Excel (spreadsheet program)",1,1,"3","Other","Other",""
"82",29,80,"Young",2015,4.12790697674427,,4,0,173,"PPGO and AP (Delayed Performance)","Prove",-0.01,0.00581279075581395,36,"3",2,3,"VandeWalle","VandeWalle",2,0,,"",,,,,,"USA","USA",2,1,1,1,"","Prove","Excel (spreadsheet program)",1,1,"3","Other","Other",""
"83",31,83,"Kwok",2009,-1.87209302325573,,4,0,92,"PPGO and AP","Prove",-0.06,0.0109100325274725,81,"2",1,2,"VandeWalle","VandeWalle",2,0,,"20 or below 1.10%, 21-30 60.00 %,31-40 21.10%, 41-50 15.60%,51-60 2.20 %",35.78,6.69094594594595,,3,38.2,"China","Other",1,2,2,1,"","Prove",,,,,,,"sample size unclear (92-94), lower bound was chosen"
"84",32,84,"Senko",2013,2.12790697674427,,1,1,163,"PPGO and AP (study flexibility)","Prove",-0.1,0.00605,3,"1",1,1,"Elliot & Murayama","Other",1,0,23.4,"",23.4,-5.68905405405405,,3,15,"USA","USA",2,1,1,1,"","Prove",,,,,,,"Study 1"
"85",33,85,"Holladay",2003,-7.87209302325573,,1,1,82,"PGO and AP (far transfer)","Global",-0.26,0.01073296,1099,"3",2,3,"Roedel","Other",1,0,,"",,,,3,43.9,"USA","USA",2,1,1,1,"","Global","TIDE2 (decision-making simulation with aircrafts)",1,1,"2","Other","Simulation or Scenario",""
"86",34,86,"Bedwell",2012,1.12790697674427,,3,0,60,"APGO and AP","Avoid",0.05,0.0168645127118644,58,"3",2,3,"VandeWalle","VandeWalle",2,0,,"18-57 (66%) ranging between 18 and 21",33.24,4.15094594594595,3.47925925925926,3,43.29,"USA","USA",2,1,1,2,"150 (AP 9)","Avoid","scenario (wating room)",1,1,"0 in control group, 3 in conditions with member loss","Other","Simulation or Scenario",""
